range,n,mean_output_sim,std_output_sim,median_output_sim,min_output_sim,max_output_sim,mean_input_sim
[0.90-1.00],500,0.635921,0.313808,0.697018,0.005771,1.0,0.97751
[0.80-0.90],241,0.435243,0.290356,0.418903,0.0,1.0,0.862003
[0.70-0.80],174,0.266488,0.253432,0.185613,0.0,0.998561,0.753751
[0.60-0.70],156,0.21299,0.208653,0.136691,0.001311,0.816085,0.663146
[0.50-0.60],112,0.201194,0.187216,0.149952,0.006057,0.884215,0.565353
