range,n,mean_output_sim,std_output_sim,median_output_sim,min_output_sim,max_output_sim,mean_input_sim
[0.90-1.00],5000,0.23255,0.335651,0.052322,0.0,1.0,0.978847
[0.80-0.90],2820,0.177483,0.297489,0.027297,0.0,1.0,0.863582
[0.70-0.80],1873,0.158683,0.286222,0.019256,0.0,1.0,0.759599
[0.60-0.70],1712,0.13475,0.275538,0.009754,0.0,1.0,0.663683
[0.50-0.60],1262,0.11987,0.268801,0.003131,0.0,1.0,0.564676
