sample_idx,mia_loss,mia_min_k,mia_neighborhood
0,6.0,-13.5,0.475
1,5.78125,-14.125,1.60625
2,3.46875,-12.0625,2.96875
3,6.15625,-15.1875,1.875
4,2.421875,-9.625,2.109375
5,6.875,-14.5625,1.025
6,4.5625,-13.0,1.93125
7,4.375,-11.5,1.75
8,6.53125,-15.75,2.03125
9,6.09375,-12.5625,0.3125
10,1.78125,-8.0,4.0375
11,4.3125,-13.25,1.56875
12,2.25,-9.125,3.3
13,2.921875,-11.0,2.834375
14,2.640625,-11.0,3.496875
15,2.296875,-9.125,3.353125
16,4.3125,-13.625,2.025
17,5.40625,-13.0625,1.51875
18,4.03125,-13.1875,2.0125
19,1.507812,-6.9375,5.273438
20,5.0625,-12.875,1.5125
21,2.109375,-8.5625,3.703125
22,5.375,-12.5,1.4375
23,5.625,-13.5,2.10625
24,3.34375,-11.4375,1.09375
25,4.375,-13.0625,1.71875
26,6.3125,-13.125,1.45
27,1.71875,-7.75,3.81875
28,6.53125,-14.625,1.01875
29,6.5,-14.0,1.36875
30,4.6875,-13.5,1.8375
31,3.390625,-11.3125,2.628125
32,4.9375,-12.0625,1.84375
33,6.875,-15.625,1.25625
34,4.6875,-12.5625,1.58125
35,4.40625,-12.5625,1.85
36,5.125,-13.3125,1.30625
37,3.5,-11.3125,1.76875
38,5.28125,-13.875,1.4
39,2.109375,-9.0625,3.525
40,4.84375,-13.9375,1.9125
41,2.4375,-9.375,3.29375
42,4.78125,-12.0,1.25625
43,5.96875,-14.4375,1.4125
44,4.40625,-12.75,1.4875
45,3.140625,-11.125,3.421875
46,3.71875,-12.9375,3.1625
47,2.28125,-9.5625,3.19375
48,6.21875,-14.5625,1.05625
49,3.390625,-11.875,3.234375
50,3.265625,-11.5625,2.959375
51,5.40625,-13.0,1.79375
52,7.4375,-15.9375,0.6125
53,5.125,-14.8125,1.575
54,6.1875,-14.625,2.05625
55,6.71875,-16.5,0.94375
56,2.5625,-10.5625,3.075
