range,n,mean_output_sim,std_output_sim,median_output_sim,min_output_sim,max_output_sim,mean_input_sim
[0.90-1.00],5000,0.220269,0.348745,0.016545,0.0,1.0,0.978847
[0.80-0.90],2820,0.189122,0.330927,0.003039,0.0,1.0,0.863582
[0.70-0.80],1873,0.140461,0.279876,0.0,0.0,1.0,0.759599
[0.60-0.70],1712,0.12521,0.271877,0.0,0.0,1.0,0.663683
[0.50-0.60],1262,0.09538,0.231533,0.0,0.0,1.0,0.564676
