range,n,mean_output_sim,std_output_sim,median_output_sim,min_output_sim,max_output_sim,mean_input_sim
[0.90-1.00],5000,0.253587,0.352745,0.05887,0.0,1.0,0.978847
[0.80-0.90],2820,0.194633,0.313474,0.033582,0.0,1.0,0.863582
[0.70-0.80],1873,0.172646,0.30152,0.02368,0.0,1.0,0.759599
[0.60-0.70],1712,0.135889,0.274279,0.011827,0.0,1.0,0.663683
[0.50-0.60],1262,0.119274,0.263328,0.004358,0.0,1.0,0.564676
