range,n,mean_output_sim,std_output_sim,median_output_sim,min_output_sim,max_output_sim,mean_input_sim
[0.90-1.00],500,0.461236,0.261258,0.430476,0.00522,1.0,0.978268
[0.80-0.90],265,0.344805,0.202229,0.312087,0.0,1.0,0.865827
[0.70-0.80],200,0.301906,0.185129,0.267818,4e-06,0.944931,0.76031
[0.60-0.70],188,0.245092,0.145938,0.218601,0.0,0.657559,0.66728
[0.50-0.60],136,0.188815,0.116139,0.162649,0.008694,0.50457,0.572949
