sample_idx,mia_loss,mia_min_k,mia_neighborhood
0,2.5,-10.0,1.521875
1,1.289062,-5.9375,1.482813
2,1.5,-7.09375,1.94375
3,1.804688,-7.84375,2.051562
4,1.921875,-8.375,1.584375
5,0.691406,-3.296875,2.111719
6,0.898438,-4.40625,2.010937
7,4.84375,-13.5,1.025
8,0.761719,-3.75,2.438281
9,2.21875,-8.0625,1.571875
10,3.34375,-11.25,1.25
11,0.871094,-4.375,2.044531
12,2.84375,-10.125,1.3875
13,4.0625,-11.875,1.30625
14,1.765625,-7.59375,1.753125
15,0.765625,-3.765625,1.904687
16,2.765625,-10.1875,1.653125
17,1.171875,-5.8125,1.435938
18,1.71875,-7.03125,1.93125
19,1.015625,-4.96875,1.689062
20,4.40625,-11.75,1.18125
21,1.273438,-6.0625,1.567187
22,1.085938,-5.28125,2.245312
23,1.851562,-8.4375,1.723438
24,0.746094,-3.5,2.339843
25,3.484375,-11.4375,1.215625
26,2.5,-8.875,1.54375
27,2.65625,-9.625,1.946875
28,3.046875,-9.9375,1.06875
29,1.679688,-7.0,1.764062
30,3.40625,-10.8125,1.56875
31,3.71875,-11.75,1.23125
32,4.59375,-13.0625,1.14375
33,0.667969,-3.234375,2.194531
34,0.757812,-3.625,2.410938
35,1.578125,-6.90625,1.646875
36,2.8125,-10.0,1.06875
37,1.835938,-7.40625,1.701562
38,1.726562,-7.96875,2.160938
39,4.6875,-13.9375,0.79375
40,4.34375,-13.125,1.19375
41,3.265625,-10.5625,1.303125
42,3.625,-11.6875,0.90625
43,1.898438,-8.5,1.460937
44,0.769531,-3.84375,2.477344
45,0.992188,-4.875,1.981249
46,2.40625,-9.5625,1.6375
47,0.90625,-4.46875,2.121875
48,2.765625,-9.5625,1.5
49,1.34375,-6.5,2.159375
50,2.796875,-9.875,1.26875
51,1.703125,-7.8125,2.0125
52,0.757812,-3.75,1.74375
53,2.40625,-9.3125,1.715625
54,1.515625,-6.8125,1.778125
55,4.0,-12.5625,1.0125
56,3.15625,-11.125,1.35
57,0.746094,-3.71875,2.208593
58,2.03125,-8.625,1.16875
59,4.1875,-12.875,0.94375
60,1.070312,-5.21875,2.551563
61,1.90625,-8.4375,2.003125
62,1.117188,-5.375,1.534374
63,0.478516,-2.390625,2.390234
64,1.007812,-4.90625,2.526563
65,3.0625,-10.75,1.190625
66,4.59375,-13.875,1.0875
67,1.929688,-8.5625,1.304687
68,1.015625,-4.875,1.853125
69,2.015625,-7.78125,1.671875
70,2.203125,-8.75,1.60625
71,3.25,-10.9375,1.178125
72,1.65625,-7.84375,1.71875
73,1.90625,-8.3125,1.45625
74,1.085938,-5.25,2.314062
75,1.90625,-7.96875,1.83125
76,3.125,-11.375,0.840625
77,2.0625,-8.625,1.35
