sample_idx,codec_score,codec_memorized
0,1.0,1
1,1.0,1
2,1.0,1
3,1.0,1
4,1.0,1
5,1.0,1
6,0.0,0
7,1.0,1
8,0.0,0
9,1.0,1
10,1.0,1
11,0.0,0
12,1.0,1
13,0.0,0
14,1.0,1
15,0.0,0
16,0.0,0
17,0.0,0
18,1.0,1
19,0.0,0
20,1.0,1
21,1.0,1
22,1.0,1
23,1.0,1
24,1.0,1
25,1.0,1
26,1.0,1
27,1.0,1
28,0.0,0
29,1.0,1
30,1.0,1
31,1.0,1
32,1.0,1
33,1.0,1
34,1.0,1
35,1.0,1
36,1.0,1
37,0.0,0
38,1.0,1
39,1.0,1
40,1.0,1
41,1.0,1
42,1.0,1
43,0.0,0
44,1.0,1
45,1.0,1
46,1.0,1
47,1.0,1
48,1.0,1
49,1.0,1
50,1.0,1
51,1.0,1
52,0.0,0
53,1.0,1
54,1.0,1
55,1.0,1
56,1.0,1
57,1.0,1
58,1.0,1
59,0.0,0
60,1.0,1
61,1.0,1
62,1.0,1
63,0.0,0
64,1.0,1
65,1.0,1
66,0.0,0
67,1.0,1
68,1.0,1
69,0.0,0
70,0.0,0
71,1.0,1
72,0.0,0
73,1.0,1
74,1.0,1
75,0.0,0
76,1.0,1
77,1.0,1
78,0.0,0
79,1.0,1
80,0.0,0
81,1.0,1
82,1.0,1
83,1.0,1
84,1.0,1
85,1.0,1
86,1.0,1
87,1.0,1
88,1.0,1
89,1.0,1
90,1.0,1
91,0.0,0
92,1.0,1
93,0.0,0
94,0.0,0
95,1.0,1
96,1.0,1
97,0.0,0
98,0.0,0
99,0.0,0
100,1.0,1
101,0.0,0
102,1.0,1
103,0.0,0
104,1.0,1
105,0.0,0
106,1.0,1
107,1.0,1
108,1.0,1
109,0.0,0
110,1.0,1
111,0.0,0
112,1.0,1
113,1.0,1
114,1.0,1
115,0.0,0
116,1.0,1
117,1.0,1
118,1.0,1
119,0.0,0
120,1.0,1
121,1.0,1
122,1.0,1
123,0.0,0
124,1.0,1
125,1.0,1
126,1.0,1
127,1.0,1
128,0.0,0
129,0.0,0
130,1.0,1
131,1.0,1
132,1.0,1
133,1.0,1
134,1.0,1
135,0.0,0
136,0.0,0
137,1.0,1
138,1.0,1
139,0.0,0
140,1.0,1
141,1.0,1
142,1.0,1
143,0.0,0
144,1.0,1
145,1.0,1
146,1.0,1
147,0.0,0
148,1.0,1
149,0.0,0
150,1.0,1
151,0.0,0
152,0.0,0
153,1.0,1
154,0.0,0
155,1.0,1
156,1.0,1
157,0.0,0
158,0.0,0
159,0.0,0
160,0.0,0
161,1.0,1
162,1.0,1
163,0.0,0
164,1.0,1
165,1.0,1
166,0.0,0
167,0.0,0
168,0.0,0
169,1.0,1
170,1.0,1
171,0.0,0
172,1.0,1
173,1.0,1
174,1.0,1
175,1.0,1
176,1.0,1
177,0.0,0
178,1.0,1
179,1.0,1
180,1.0,1
181,1.0,1
182,1.0,1
183,0.0,0
184,1.0,1
185,1.0,1
186,0.0,0
187,0.0,0
