range,n,mean_output_sim,std_output_sim,median_output_sim,min_output_sim,max_output_sim,mean_input_sim
[0.90-1.00],5000,0.553412,0.320036,0.546409,0.0,1.0,0.97863
[0.80-0.90],2273,0.349072,0.27536,0.291182,0.0,1.0,0.862494
[0.70-0.80],1664,0.284835,0.230136,0.234366,0.0,1.0,0.756464
[0.60-0.70],1621,0.238929,0.211651,0.189219,0.0,1.0,0.661669
[0.50-0.60],1213,0.202753,0.190443,0.149902,0.0,1.0,0.567514
