sample_idx,mia_loss,mia_min_k,mia_neighborhood
0,2.34375,-9.8125,1.596875
1,1.671875,-7.03125,1.50625
2,1.492188,-7.03125,2.064062
3,1.492188,-6.34375,2.151562
4,1.6875,-7.0625,1.68125
5,0.847656,-3.9375,2.133594
6,0.820312,-4.03125,2.023438
7,4.75,-12.9375,0.95625
8,0.664062,-3.1875,2.560938
9,2.03125,-7.40625,1.890625
10,3.3125,-10.9375,1.1875
11,0.707031,-3.53125,2.152344
12,2.515625,-9.4375,1.521875
13,4.15625,-12.0,1.36875
14,1.757812,-7.8125,1.776563
15,0.785156,-3.90625,1.838282
16,2.890625,-9.75,1.609375
17,1.195312,-5.6875,1.496875
18,1.1875,-4.9375,2.05625
19,1.078125,-5.25,1.7
20,4.625,-12.0,1.0875
21,1.351562,-6.28125,1.576563
22,1.054688,-4.78125,2.167187
23,1.710938,-7.46875,1.807812
24,0.800781,-3.6875,2.316407
25,3.359375,-11.375,1.296875
26,2.453125,-8.0,1.615625
27,2.390625,-8.5,1.884375
28,3.34375,-10.0,1.08125
29,1.710938,-7.09375,1.692187
30,3.28125,-10.5625,1.68125
31,3.390625,-10.3125,1.384375
32,4.53125,-13.0,1.31875
33,0.585938,-2.765625,2.245312
34,0.59375,-2.71875,2.6625
35,1.132812,-5.25,1.748438
36,2.828125,-9.9375,1.11875
37,1.804688,-7.03125,1.789062
38,1.585938,-7.0,2.239062
39,4.5625,-13.25,0.88125
40,4.125,-12.75,1.20625
41,3.375,-10.625,1.35625
42,3.640625,-11.75,0.759375
43,2.046875,-8.875,1.378125
44,0.914062,-4.40625,2.267188
45,1.15625,-5.46875,1.8
46,2.28125,-8.625,1.840625
47,0.890625,-4.25,2.20625
48,2.703125,-9.625,1.478125
49,1.125,-5.3125,2.19375
50,2.65625,-9.6875,1.30625
51,1.757812,-7.71875,2.017188
52,0.691406,-3.40625,1.711719
53,2.359375,-8.75,1.653125
54,1.492188,-6.4375,1.929687
55,4.25,-12.625,0.81875
56,2.9375,-9.8125,1.359375
57,0.601562,-2.921875,2.204688
58,2.15625,-8.5,1.15625
59,4.28125,-12.9375,1.0375
60,0.808594,-3.796875,2.610156
61,1.875,-8.3125,1.9625
62,1.085938,-5.40625,1.542187
63,0.451172,-2.21875,2.320703
64,0.832031,-3.9375,2.558594
65,3.03125,-10.4375,1.3125
66,4.59375,-12.6875,1.0125
67,1.71875,-7.59375,1.371875
68,0.980469,-4.65625,1.847656
69,1.789062,-7.125,1.876563
70,2.34375,-9.3125,1.459375
71,3.15625,-10.375,1.28125
72,1.734375,-7.8125,1.63125
73,1.78125,-7.46875,1.390625
74,0.882812,-4.1875,2.389063
75,1.820312,-7.625,1.807813
76,2.828125,-10.125,0.771875
77,2.28125,-9.0,1.3125
78,5.65625,-13.75,0.74375
79,0.789062,-3.78125,2.232813
80,0.933594,-4.5,2.035156
81,1.515625,-6.96875,1.675
82,2.84375,-10.25,2.05
83,2.109375,-7.8125,1.98125
84,1.4375,-6.34375,2.0625
85,2.578125,-9.1875,1.728125
86,1.039062,-5.125,2.298438
87,3.375,-11.375,1.43125
88,0.632812,-3.046875,2.039063
89,2.234375,-8.0625,1.534375
90,1.179688,-5.71875,2.001562
91,1.796875,-7.6875,1.678125
92,1.195312,-5.75,1.773438
93,1.164062,-5.53125,1.545313
94,2.03125,-8.0625,1.775
95,3.90625,-11.875,0.8125
96,0.574219,-2.8125,2.591406
97,0.847656,-4.15625,2.389844
98,2.984375,-10.625,1.2625
99,2.25,-8.5625,1.8875
