range,n,mean_output_sim,std_output_sim,median_output_sim,min_output_sim,max_output_sim,mean_input_sim
[0.90-1.00],500,0.737257,0.275333,0.854407,0.018357,1.0,0.97751
[0.80-0.90],241,0.558352,0.284868,0.595901,0.009599,1.0,0.862003
[0.70-0.80],174,0.390336,0.213811,0.375016,0.0,0.970032,0.753751
[0.60-0.70],156,0.299816,0.184206,0.262124,0.000115,0.843085,0.663446
[0.50-0.60],112,0.260906,0.144987,0.242115,0.0,0.759813,0.566149
