range,n,mean_output_sim,std_output_sim,median_output_sim,min_output_sim,max_output_sim,mean_input_sim
[0.90-1.00],5000,0.528772,0.318356,0.519571,0.0,1.0,0.97863
[0.80-0.90],2273,0.335387,0.260666,0.285369,0.0,1.0,0.862494
[0.70-0.80],1664,0.27194,0.217895,0.23592,0.0,1.0,0.756464
[0.60-0.70],1621,0.236293,0.204825,0.200467,0.0,1.0,0.661669
[0.50-0.60],1213,0.199181,0.187077,0.146301,0.0,1.0,0.567514
