range,n,mean_output_sim,std_output_sim,median_output_sim,min_output_sim,max_output_sim,mean_input_sim
[0.90-1.00],500,0.513139,0.289182,0.501221,0.002538,1.0,0.978268
[0.80-0.90],265,0.372419,0.23129,0.347267,0.0,0.935772,0.865827
[0.70-0.80],200,0.290248,0.218902,0.236254,0.0,0.96454,0.76031
[0.60-0.70],188,0.234128,0.174226,0.202475,0.0,0.966585,0.667279
[0.50-0.60],138,0.182599,0.153725,0.142175,0.0,0.795008,0.572115
