range,n,mean_output_sim,std_output_sim,median_output_sim,min_output_sim,max_output_sim,mean_input_sim
[0.90-1.00],5000,0.457783,0.301286,0.416863,0.0,1.0,0.978847
[0.80-0.90],2820,0.34313,0.254307,0.296426,0.0,1.0,0.863582
[0.70-0.80],1873,0.268061,0.222194,0.224348,0.0,1.0,0.759599
[0.60-0.70],1712,0.224633,0.195222,0.181066,0.0,1.0,0.663683
[0.50-0.60],1262,0.174033,0.16275,0.131784,0.0,1.0,0.564676
