range,n,mean_output_sim,std_output_sim,median_output_sim,min_output_sim,max_output_sim,mean_input_sim
[0.90-1.00],5000,0.267559,0.353943,0.073971,0.0,1.0,0.97863
[0.80-0.90],2273,0.18696,0.316359,0.020581,0.0,1.0,0.862494
[0.70-0.80],1664,0.173264,0.300092,0.015489,0.0,1.0,0.756464
[0.60-0.70],1621,0.12933,0.261933,0.000612,0.0,1.0,0.661669
[0.50-0.60],1213,0.116222,0.260922,0.0,0.0,1.0,0.567514
