range,n,mean_output_sim,std_output_sim,median_output_sim,min_output_sim,max_output_sim,mean_input_sim
[0.90-1.00],5000,0.538875,0.313449,0.521681,0.0,1.0,0.97863
[0.80-0.90],2273,0.351841,0.258513,0.305324,0.0,1.0,0.862494
[0.70-0.80],1664,0.293267,0.235995,0.243066,0.0,1.0,0.756464
[0.60-0.70],1621,0.2407,0.209649,0.198083,0.0,1.0,0.661669
[0.50-0.60],1213,0.197125,0.181079,0.147317,0.0,1.0,0.567514
