range,n,mean_output_sim,std_output_sim,median_output_sim,min_output_sim,max_output_sim,mean_input_sim
[0.90-1.00],5000,0.576158,0.291517,0.593204,0.0,1.0,0.978847
[0.80-0.90],2820,0.395677,0.265105,0.369391,0.0,1.0,0.863582
[0.70-0.80],1873,0.345567,0.2345,0.322497,0.0,1.0,0.759599
[0.60-0.70],1712,0.294907,0.209172,0.262555,0.0,1.0,0.663683
[0.50-0.60],1262,0.240849,0.182771,0.211864,0.0,1.0,0.564676
