range,n,mean_output_sim,std_output_sim,median_output_sim,min_output_sim,max_output_sim,mean_input_sim
[0.90-1.00],5000,0.232251,0.326743,0.051171,0.0,1.0,0.97863
[0.80-0.90],2273,0.152685,0.281569,0.011002,0.0,1.0,0.862494
[0.70-0.80],1664,0.127294,0.250849,0.006601,0.0,1.0,0.756464
[0.60-0.70],1621,0.112964,0.229922,0.002577,0.0,1.0,0.661669
[0.50-0.60],1213,0.095232,0.218524,0.0,0.0,1.0,0.567514
