range,n,mean_output_sim,std_output_sim,median_output_sim,min_output_sim,max_output_sim,mean_input_sim
[0.90-1.00],5000,0.257016,0.366053,0.035249,0.0,1.0,0.97863
[0.80-0.90],2273,0.168604,0.313959,0.0007,0.0,1.0,0.862494
[0.70-0.80],1664,0.1469,0.291869,0.0,0.0,1.0,0.756464
[0.60-0.70],1621,0.131078,0.278776,0.0,0.0,1.0,0.661669
[0.50-0.60],1213,0.109032,0.253636,0.0,0.0,1.0,0.567514
