range,n,mean_output_sim,std_output_sim,median_output_sim,min_output_sim,max_output_sim,mean_input_sim
[0.90-1.00],5000,0.528972,0.317974,0.519607,0.0,1.0,0.97863
[0.80-0.90],2273,0.342652,0.256596,0.29286,0.0,1.0,0.862494
[0.70-0.80],1664,0.284075,0.216235,0.244825,0.0,1.0,0.756464
[0.60-0.70],1621,0.241557,0.209919,0.199457,0.0,1.0,0.661669
[0.50-0.60],1213,0.196793,0.182738,0.147682,0.0,1.0,0.567514
