range,n,mean_output_sim,std_output_sim,median_output_sim,min_output_sim,max_output_sim,mean_input_sim
[0.90-1.00],5000,0.597159,0.349849,0.634232,0.0,1.0,0.97863
[0.80-0.90],2273,0.410325,0.32639,0.348291,0.0,1.0,0.862494
[0.70-0.80],1664,0.294046,0.26583,0.225635,0.0,1.0,0.756464
[0.60-0.70],1621,0.243661,0.243437,0.17787,0.0,1.0,0.661669
[0.50-0.60],1213,0.207798,0.230683,0.139909,0.0,1.0,0.567514
