range,n,mean_output_sim,std_output_sim,median_output_sim,min_output_sim,max_output_sim,mean_input_sim
[0.90-1.00],5000,0.451832,0.295428,0.408583,0.0,1.0,0.978847
[0.80-0.90],2820,0.325365,0.249578,0.271217,0.0,1.0,0.863582
[0.70-0.80],1873,0.271503,0.218439,0.225511,0.0,1.0,0.759599
[0.60-0.70],1712,0.23015,0.198396,0.188477,0.0,1.0,0.663683
[0.50-0.60],1262,0.176578,0.168373,0.134438,0.0,1.0,0.564676
