range,n,mean_output_sim,std_output_sim,median_output_sim,min_output_sim,max_output_sim,mean_input_sim
[0.90-1.00],5000,0.532554,0.299932,0.514954,0.0,1.0,0.978847
[0.80-0.90],2820,0.398017,0.260318,0.361512,0.0,1.0,0.863582
[0.70-0.80],1873,0.32855,0.222345,0.296664,0.0,1.0,0.759599
[0.60-0.70],1712,0.273762,0.197346,0.239617,0.0,1.0,0.663683
[0.50-0.60],1262,0.215648,0.167012,0.184288,0.0,1.0,0.564676
