sample_idx,mia_loss,mia_min_k,mia_neighborhood
0,3.6875,-12.5,2.4875
1,2.953125,-10.0625,1.78125
2,2.40625,-9.6875,3.66875
3,3.40625,-10.0625,2.5875
4,3.40625,-10.8125,2.51875
5,1.539062,-6.75,4.260938
6,2.125,-9.125,4.16875
7,6.65625,-14.0,0.94375
8,1.554688,-6.40625,5.164062
9,5.0,-12.0,1.725
10,5.3125,-14.4375,1.4375
11,1.515625,-7.03125,4.496875
12,4.34375,-12.5625,2.0
13,5.40625,-12.875,1.81875
14,3.0,-10.1875,2.95
15,1.585938,-7.21875,3.854687
16,5.3125,-14.6875,2.2875
17,1.695312,-7.625,3.195313
18,1.976562,-7.59375,4.660938
19,1.664062,-7.46875,3.589063
20,8.0,-17.25,0.7625
21,2.109375,-9.125,3.1375
22,2.203125,-9.25,4.546875
23,2.96875,-10.875,3.21875
24,1.242188,-5.15625,4.992187
25,5.0625,-13.6875,1.93125
26,4.4375,-12.625,2.83125
27,4.59375,-12.0625,2.43125
28,4.875,-12.125,1.725
29,4.0625,-11.9375,1.9125
30,5.9375,-13.5625,1.51875
31,5.15625,-12.6875,1.9375
32,6.28125,-13.5,1.375
33,1.398438,-6.125,4.782812
34,2.125,-8.3125,4.55
35,1.835938,-7.8125,4.101562
36,5.25,-13.25,1.2375
37,3.8125,-11.5625,2.275
38,2.96875,-10.625,3.475
39,6.46875,-14.625,1.19375
40,5.4375,-13.6875,1.64375
41,5.15625,-12.375,2.1
42,4.6875,-12.0625,0.925
43,2.65625,-10.375,2.80625
44,2.03125,-9.125,4.10625
45,1.726562,-7.3125,3.995313
46,3.90625,-11.5625,2.60625
47,2.125,-8.375,3.80625
48,4.6875,-12.375,1.525
49,2.296875,-9.25,4.484375
50,3.65625,-11.1875,2.14375
51,2.3125,-9.0625,3.65
52,1.710938,-7.71875,3.748437
53,4.3125,-12.25,2.08125
54,2.984375,-10.25,3.490625
55,5.90625,-14.0,0.86875
56,5.375,-14.0,1.50625
57,1.148438,-5.5,5.204687
58,4.59375,-13.125,1.45625
59,5.5625,-12.9375,1.2375
60,1.554688,-6.75,5.932812
61,3.015625,-10.6875,3.046875
62,2.140625,-9.0625,2.190625
63,0.972656,-4.4375,4.589844
64,1.679688,-7.1875,5.101562
65,4.53125,-13.5625,1.39375
66,6.0625,-15.125,1.025
67,3.546875,-12.9375,1.696875
68,2.078125,-8.5,3.484375
69,4.625,-11.875,2.04375
70,3.5,-11.6875,2.2625
71,4.53125,-12.9375,1.9875
72,2.453125,-10.3125,3.421875
73,2.984375,-10.25,1.96875
74,1.796875,-7.53125,4.321875
75,3.96875,-12.25,2.13125
76,4.53125,-13.1875,0.85
77,3.921875,-12.5,1.840625
78,6.96875,-15.25,0.825
79,1.859375,-7.59375,4.403125
80,1.476562,-6.59375,4.335938
81,2.15625,-9.25,3.25
82,4.65625,-14.1875,3.1
83,3.578125,-12.125,3.378125
84,2.625,-10.3125,3.5875
85,4.6875,-12.8125,1.9375
86,2.0625,-9.0,4.24375
87,5.375,-13.0625,1.5125
88,1.5625,-7.125,4.5
89,3.71875,-11.0625,2.175
90,1.976562,-8.25,4.360938
91,3.171875,-10.9375,2.771875
92,3.03125,-10.5625,2.1625
93,2.265625,-9.3125,3.028125
94,3.453125,-10.3125,2.628125
95,5.4375,-13.0,0.8
96,1.039062,-5.0,5.329688
97,2.625,-9.5625,4.2125
98,4.0625,-11.9375,1.8375
99,4.4375,-13.4375,2.49375
100,1.351562,-6.125,4.885938
101,4.25,-12.0625,2.3875
102,1.109375,-5.4375,4.375
103,1.320312,-6.03125,4.685938
104,2.875,-11.5,2.51875
105,1.367188,-6.25,4.548437
106,2.984375,-11.0625,3.340625
107,3.84375,-12.0,3.11875
