range,n,mean_output_sim,std_output_sim,median_output_sim,min_output_sim,max_output_sim,mean_input_sim
[0.90-1.00],5000,0.312503,0.37903,0.11467,0.0,1.0,0.97863
[0.80-0.90],2273,0.199904,0.321158,0.025505,0.0,1.0,0.862494
[0.70-0.80],1664,0.17855,0.304497,0.017362,0.0,1.0,0.756464
[0.60-0.70],1621,0.158053,0.29397,0.006298,0.0,1.0,0.661669
[0.50-0.60],1213,0.1264,0.276734,0.0,0.0,1.0,0.567514
