sample_idx,mia_loss,mia_min_k,mia_neighborhood
0,3.6875,-11.125,0.89375
1,3.171875,-9.9375,1.36875
2,1.875,-7.90625,1.721875
3,3.703125,-11.9375,1.290625
4,1.140625,-5.5625,1.284375
5,4.96875,-13.8125,0.725
6,2.203125,-8.5625,1.571875
7,1.976562,-8.4375,1.467188
8,3.78125,-10.5,1.25
9,5.3125,-12.3125,-0.0625
10,1.09375,-5.34375,2.05
11,2.625,-10.25,1.528125
12,1.085938,-5.09375,1.810937
13,1.078125,-5.0,1.878125
14,1.398438,-6.46875,1.923437
15,1.257812,-6.15625,1.554688
16,2.265625,-9.4375,1.39375
17,2.828125,-9.4375,1.23125
18,1.71875,-7.3125,1.409375
19,0.474609,-2.421875,2.519141
20,3.140625,-10.25,0.90625
21,0.964844,-4.5625,2.028906
22,2.578125,-9.375,1.121875
23,3.890625,-10.6875,1.140625
24,1.601562,-6.625,1.1125
25,2.6875,-9.4375,1.05625
26,3.921875,-9.625,0.859375
27,0.964844,-4.8125,1.888281
28,4.0,-11.25,0.8875
29,4.4375,-11.6875,0.89375
30,3.0625,-10.875,1.271875
31,2.125,-8.0,1.534375
32,3.734375,-11.375,0.946875
33,3.78125,-10.625,0.9625
34,3.390625,-11.375,0.828125
35,2.578125,-8.5,1.175
36,2.703125,-9.0625,0.95625
37,1.75,-7.75,1.259375
38,3.203125,-10.125,0.91875
39,1.070312,-5.25,1.904688
40,2.1875,-8.3125,1.3375
41,1.421875,-6.21875,1.778125
42,2.140625,-7.625,1.225
43,3.109375,-10.625,1.10625
44,1.8125,-7.34375,1.40625
45,2.015625,-8.5,1.725
46,1.710938,-7.71875,1.845312
47,1.023438,-5.09375,1.735937
48,3.5,-9.875,0.9125
49,1.25,-5.5625,2.0875
50,1.789062,-8.0625,1.642188
51,3.640625,-11.5,1.103125
52,3.015625,-9.8125,1.2125
53,2.90625,-9.5625,1.10625
54,3.296875,-9.5625,1.265625
55,3.625,-10.6875,0.9625
56,1.421875,-6.8125,1.68125
57,2.640625,-9.25,1.24375
58,4.125,-10.875,1.38125
59,3.25,-10.875,1.0125
60,1.1875,-5.34375,1.975
61,2.921875,-9.8125,1.375
62,3.125,-9.5,1.365625
63,2.03125,-7.9375,1.434375
64,1.421875,-6.65625,2.103125
65,0.695312,-3.484375,1.545313
66,2.53125,-9.5,0.703125
67,1.265625,-5.9375,1.909375
68,3.15625,-10.4375,1.059375
69,4.5,-12.3125,0.93125
70,2.515625,-8.875,1.740625
71,3.671875,-10.8125,1.128125
72,1.921875,-8.375,1.853125
73,3.046875,-9.125,1.396875
74,3.796875,-10.5,0.86875
75,1.9375,-7.84375,1.671875
76,3.140625,-10.3125,1.0
77,1.398438,-6.34375,1.604687
78,1.007812,-4.8125,1.673438
79,3.796875,-12.0625,0.784375
80,1.429688,-6.34375,1.729687
81,1.117188,-5.375,1.754687
82,0.9375,-4.65625,1.921875
83,3.671875,-9.6875,0.984375
84,0.769531,-3.71875,1.655469
85,1.765625,-7.46875,1.253125
86,1.710938,-7.375,1.679687
87,2.9375,-9.8125,1.2625
88,3.65625,-10.0625,0.9125
89,2.5,-8.8125,0.953125
90,1.429688,-6.65625,2.129687
91,1.460938,-6.625,1.607812
92,2.046875,-7.96875,1.325
93,2.828125,-8.875,0.93125
94,2.828125,-9.3125,1.278125
95,1.882812,-7.21875,1.717188
96,2.421875,-9.3125,1.2375
97,1.539062,-6.9375,2.117188
98,1.453125,-6.8125,1.95625
99,2.53125,-9.0,1.73125
100,2.453125,-7.84375,1.175
101,2.796875,-8.875,0.703125
102,2.796875,-8.875,1.025
103,2.796875,-8.875,1.009375
104,3.0625,-9.0625,0.834375
105,2.875,-8.4375,0.965625
106,3.375,-10.25,0.815625
107,3.671875,-10.9375,0.828125
108,2.578125,-9.125,0.7
109,2.578125,-9.125,0.9375
110,2.578125,-9.125,0.85625
111,2.578125,-9.125,0.909375
112,2.578125,-9.125,0.88125
113,2.578125,-9.125,0.9625
114,2.578125,-9.125,0.865625
115,2.578125,-9.125,0.778125
116,2.578125,-9.125,0.7625
117,2.578125,-9.125,0.78125
118,2.578125,-9.125,0.903125
119,2.578125,-9.125,0.834375
120,2.578125,-9.125,0.83125
121,2.578125,-9.125,0.74375
122,2.578125,-9.125,0.946875
123,2.578125,-9.125,0.9375
124,2.578125,-9.125,0.878125
125,2.578125,-9.125,0.840625
126,2.578125,-9.125,0.953125
127,2.578125,-9.125,0.825
128,2.578125,-9.125,0.84375
129,2.578125,-9.125,0.759375
130,2.578125,-9.125,0.796875
131,2.578125,-9.125,0.934375
132,2.578125,-9.125,0.859375
133,2.578125,-9.125,0.753125
134,2.578125,-9.125,0.925
135,2.578125,-9.125,0.965625
136,2.578125,-9.125,0.940625
137,2.578125,-9.125,0.909375
138,2.578125,-9.125,0.91875
139,2.578125,-9.125,0.859375
140,2.578125,-9.125,0.85625
141,2.578125,-9.125,0.875
142,2.578125,-9.125,0.865625
143,2.578125,-9.125,0.896875
144,2.578125,-9.125,0.815625
145,2.578125,-9.125,0.884375
146,2.578125,-9.125,0.68125
147,2.578125,-9.125,0.884375
148,2.578125,-9.125,0.909375
149,2.578125,-9.125,0.884375
150,2.578125,-9.125,0.753125
151,2.578125,-9.125,0.93125
152,2.578125,-9.125,0.84375
153,2.578125,-9.125,0.75
154,2.578125,-9.125,0.846875
155,2.578125,-9.125,0.84375
156,2.578125,-9.125,0.840625
157,2.578125,-9.125,0.846875
158,2.578125,-9.125,0.81875
159,2.578125,-9.125,0.834375
160,2.578125,-9.125,0.86875
161,2.578125,-9.125,0.76875
162,2.578125,-9.125,0.784375
163,2.578125,-9.125,0.925
164,2.578125,-9.125,0.89375
165,2.578125,-9.125,0.934375
166,2.578125,-9.125,0.884375
167,2.578125,-9.125,0.915625
168,2.578125,-9.125,0.825
169,2.578125,-9.125,0.690625
170,2.578125,-9.125,0.81875
171,2.578125,-9.125,0.875
172,2.578125,-9.125,0.803125
173,2.578125,-9.125,0.9375
174,2.578125,-9.125,0.83125
175,2.578125,-9.125,0.796875
176,2.578125,-9.125,0.8625
177,2.578125,-9.125,0.81875
178,2.578125,-9.125,0.7875
179,2.578125,-9.125,0.925
180,2.578125,-9.125,0.83125
181,2.578125,-9.125,0.84375
182,2.578125,-9.125,0.865625
183,2.578125,-9.125,0.753125
184,2.578125,-9.125,0.78125
185,2.578125,-9.125,0.840625
186,2.578125,-9.125,0.821875
187,2.578125,-9.125,0.81875
188,2.578125,-9.125,0.746875
189,2.578125,-9.125,0.9375
190,2.578125,-9.125,0.8625
191,2.578125,-9.125,0.8375
192,2.578125,-9.125,0.796875
193,2.578125,-9.125,0.81875
194,2.578125,-9.125,0.8
195,2.578125,-9.125,0.93125
196,2.578125,-9.125,0.88125
197,2.578125,-9.125,0.81875
198,2.578125,-9.125,0.946875
199,2.578125,-9.125,0.8125
200,2.578125,-9.125,0.790625
201,2.578125,-9.125,0.90625
202,2.578125,-9.125,0.996875
203,2.578125,-9.125,0.8625
204,2.578125,-9.125,0.89375
205,2.578125,-9.125,0.753125
206,2.578125,-9.125,0.825
207,2.578125,-9.125,0.84375
208,2.578125,-9.125,0.878125
209,2.578125,-9.125,0.934375
210,2.578125,-9.125,0.98125
211,2.578125,-9.125,0.775
212,2.578125,-9.125,0.74375
213,2.578125,-9.125,0.740625
214,2.578125,-9.125,0.840625
215,2.578125,-9.125,0.834375
216,2.578125,-9.125,0.853125
217,2.578125,-9.125,0.74375
218,2.578125,-9.125,0.759375
219,2.578125,-9.125,0.703125
220,2.578125,-9.125,0.96875
221,2.578125,-9.125,0.921875
222,2.578125,-9.125,0.79375
223,2.578125,-9.125,0.853125
224,2.578125,-9.125,0.809375
225,2.578125,-9.125,0.85
226,2.578125,-9.125,0.95625
227,2.578125,-9.125,0.94375
228,2.578125,-9.125,0.8875
229,2.578125,-9.125,0.725
230,2.578125,-9.125,0.834375
231,2.578125,-9.125,0.80625
232,2.578125,-9.125,0.865625
233,2.578125,-9.125,0.88125
234,2.578125,-9.125,0.865625
235,2.578125,-9.125,0.921875
236,2.578125,-9.125,0.86875
237,2.578125,-9.125,0.934375
238,2.578125,-9.125,0.78125
239,2.578125,-9.125,0.85625
240,2.578125,-9.125,0.86875
241,2.578125,-9.125,0.76875
242,2.578125,-9.125,0.825
243,2.578125,-9.125,0.90625
244,2.578125,-9.125,0.878125
245,2.578125,-9.125,0.765625
246,2.578125,-9.125,0.81875
247,2.578125,-9.125,0.8875
248,2.578125,-9.125,0.70625
249,2.578125,-9.125,0.85625
250,2.578125,-9.125,0.746875
251,2.578125,-9.125,0.859375
252,2.578125,-9.125,0.93125
253,2.578125,-9.125,0.965625
254,2.578125,-9.125,0.846875
255,2.578125,-9.125,0.9
256,2.578125,-9.125,0.79375
257,2.578125,-9.125,0.95625
258,2.578125,-9.125,0.803125
259,2.578125,-9.125,0.715625
260,2.578125,-9.125,0.725
261,2.578125,-9.125,0.809375
262,2.578125,-9.125,0.878125
263,2.578125,-9.125,0.825
264,2.578125,-9.125,0.84375
265,2.578125,-9.125,0.8125
266,2.578125,-9.125,0.7875
267,2.578125,-9.125,0.79375
268,2.578125,-9.125,0.828125
269,2.578125,-9.125,0.821875
270,2.578125,-9.125,0.865625
271,2.578125,-9.125,0.83125
272,2.578125,-9.125,0.684375
273,2.578125,-9.125,0.853125
274,2.578125,-9.125,0.83125
275,2.578125,-9.125,0.825
276,2.578125,-9.125,1.021875
277,2.578125,-9.125,1.0
278,2.578125,-9.125,0.80625
279,2.578125,-9.125,0.9375
280,2.578125,-9.125,0.75
281,2.578125,-9.125,0.834375
282,2.578125,-9.125,0.834375
283,2.578125,-9.125,0.828125
284,2.578125,-9.125,0.840625
285,2.578125,-9.125,0.78125
286,2.578125,-9.125,0.95
287,2.578125,-9.125,0.990625
288,2.578125,-9.125,0.871875
