range,n,mean_output_sim,std_output_sim,median_output_sim,min_output_sim,max_output_sim,mean_input_sim
[0.90-1.00],5000,0.458915,0.294516,0.428897,0.0,1.0,0.978847
[0.80-0.90],2820,0.32864,0.243314,0.284964,0.0,1.0,0.863582
[0.70-0.80],1873,0.269861,0.210909,0.22234,0.0,1.0,0.759599
[0.60-0.70],1712,0.227197,0.186495,0.189067,0.0,1.0,0.663683
[0.50-0.60],1262,0.17967,0.157861,0.140605,0.0,1.0,0.564676
