sample_idx,cdd_score,cdd_memorized
0,0.0,0
1,0.2,1
2,0.0,0
3,0.0,0
4,0.0,0
5,0.0,0
6,0.25,1
7,0.1,1
8,0.0,0
9,0.0,0
10,0.05,1
11,0.15,1
12,0.0,0
13,0.0,0
14,0.05,1
15,0.0,0
16,0.05,1
17,0.3,1
18,0.0,0
19,0.5,1
20,0.05,1
21,0.0,0
22,0.0,0
23,0.0,0
24,0.2,1
25,0.0,0
26,0.0,0
27,0.0,0
28,0.0,0
29,0.0,0
30,0.3,1
31,0.0,0
32,0.2,1
33,0.0,0
34,0.15,1
35,0.0,0
36,1.0,1
37,0.0,0
38,0.3,1
39,0.0,0
40,0.0,0
41,0.0,0
42,0.0,0
43,0.0,0
44,0.0,0
45,0.05,1
46,0.05,1
47,0.05,1
48,0.5,1
49,0.0,0
50,0.0,0
51,0.0,0
52,0.0,0
53,0.1,1
54,0.4,1
55,0.0,0
56,0.15,1
57,0.0,0
58,0.0,0
59,0.05,1
60,0.0,0
61,0.05,1
62,0.0,0
63,0.0,0
64,0.85,1
65,0.05,1
66,0.05,1
67,0.0,0
68,1.0,1
69,0.0,0
70,0.0,0
71,0.1,1
72,1.0,1
73,0.0,0
74,0.0,0
75,0.0,0
76,0.0,0
77,0.0,0
78,0.05,1
79,0.65,1
80,0.0,0
81,0.0,0
82,0.7,1
83,0.0,0
84,0.15,1
85,1.0,1
86,0.15,1
87,0.0,0
88,0.0,0
89,0.0,0
90,0.0,0
91,0.65,1
92,0.0,0
93,0.0,0
94,0.5,1
95,0.0,0
96,0.05,1
97,0.05,1
98,1.0,1
99,0.0,0
100,0.0,0
101,0.05,1
102,0.0,0
103,1.0,1
104,0.0,0
105,0.0,0
106,0.35,1
107,0.15,1
108,0.0,0
109,0.0,0
110,0.05,1
111,0.1,1
112,0.05,1
113,0.0,0
114,0.0,0
115,0.15,1
116,0.25,1
117,0.0,0
118,0.0,0
119,0.0,0
120,0.0,0
121,0.0,0
122,0.0,0
123,0.0,0
124,0.0,0
125,0.45,1
126,0.0,0
127,0.0,0
128,0.7,1
129,0.05,1
130,0.0,0
131,0.0,0
132,0.0,0
133,0.5,1
134,0.0,0
135,0.0,0
136,0.35,1
137,0.05,1
138,0.05,1
139,0.0,0
140,0.0,0
141,0.0,0
142,0.2,1
143,0.0,0
144,0.0,0
145,0.0,0
146,0.3,1
147,0.0,0
148,0.15,1
149,0.0,0
150,0.0,0
151,0.0,0
152,0.0,0
153,0.6,1
154,0.9,1
155,0.0,0
156,0.0,0
157,0.0,0
158,0.0,0
159,0.05,1
160,0.0,0
161,0.0,0
162,0.0,0
163,0.0,0
164,0.05,1
165,0.05,1
166,0.0,0
167,0.0,0
168,0.05,1
169,0.0,0
170,0.0,0
171,0.0,0
172,0.15,1
173,0.0,0
174,0.0,0
175,0.1,1
176,0.0,0
177,0.4,1
178,0.0,0
179,0.1,1
180,0.05,1
181,0.55,1
182,0.0,0
183,0.0,0
184,0.55,1
185,0.0,0
186,0.0,0
187,0.5,1
188,0.0,0
189,0.1,1
190,0.0,0
191,0.05,1
192,0.0,0
193,0.0,0
194,0.0,0
195,0.0,0
196,0.05,1
197,0.05,1
198,0.0,0
199,0.0,0
200,0.0,0
201,0.1,1
202,0.05,1
203,0.1,1
204,0.0,0
205,0.4,1
206,0.0,0
207,0.1,1
208,0.0,0
209,0.3,1
210,0.6,1
211,0.2,1
212,0.0,0
213,0.0,0
214,0.0,0
215,0.0,0
216,0.25,1
217,0.25,1
218,0.1,1
219,0.0,0
220,0.0,0
221,0.75,1
222,0.05,1
223,0.0,0
224,0.0,0
225,0.0,0
226,0.0,0
227,0.0,0
228,0.5,1
229,0.0,0
230,0.0,0
231,0.0,0
232,0.1,1
233,0.0,0
234,0.45,1
235,0.0,0
236,0.0,0
237,0.0,0
238,0.0,0
239,0.0,0
240,0.0,0
241,0.0,0
242,0.0,0
243,0.35,1
244,0.0,0
245,1.0,1
246,0.0,0
247,0.0,0
248,0.0,0
249,0.0,0
250,0.05,1
251,0.0,0
252,0.0,0
253,0.05,1
254,0.0,0
255,0.35,1
256,0.0,0
257,0.0,0
258,1.0,1
259,0.15,1
260,0.45,1
261,0.0,0
262,0.05,1
263,0.05,1
264,0.0,0
265,0.0,0
266,0.05,1
267,0.0,0
268,0.0,0
269,0.0,0
270,0.0,0
271,0.0,0
272,0.0,0
273,0.0,0
274,0.0,0
275,0.0,0
276,0.0,0
277,0.0,0
278,0.05,1
279,0.0,0
280,0.0,0
281,0.05,1
282,0.0,0
283,0.0,0
284,0.0,0
285,0.95,1
286,0.0,0
287,0.0,0
288,0.0,0
289,0.0,0
290,0.0,0
291,0.85,1
292,0.0,0
293,0.55,1
294,0.0,0
295,0.0,0
296,0.15,1
297,0.1,1
298,0.25,1
299,0.0,0
300,0.0,0
301,0.0,0
302,0.0,0
303,0.0,0
304,0.0,0
305,0.35,1
306,0.0,0
307,0.0,0
308,0.15,1
309,0.0,0
310,0.0,0
311,0.05,1
312,0.05,1
313,0.0,0
314,0.0,0
315,0.0,0
316,0.0,0
317,0.95,1
318,0.0,0
319,0.0,0
320,0.05,1
321,0.0,0
322,0.0,0
323,0.0,0
324,0.1,1
325,0.0,0
326,0.05,1
327,0.25,1
328,0.05,1
329,0.0,0
330,0.0,0
331,0.0,0
332,0.0,0
333,0.55,1
334,0.0,0
335,0.05,1
