sample_idx,mia_loss,mia_min_k,mia_neighborhood
0,2.1875,-8.4375,1.35625
1,1.390625,-5.6875,1.320312
2,1.21875,-5.34375,1.703125
3,1.414062,-5.875,1.932813
4,1.601562,-6.28125,1.489063
5,0.699219,-3.140625,1.900781
6,0.726562,-3.421875,1.757813
7,4.28125,-11.5625,0.83125
8,0.578125,-2.546875,2.195312
9,1.671875,-5.9375,1.809375
10,3.046875,-9.875,1.090625
11,0.761719,-3.4375,1.863281
12,2.21875,-8.0,1.35625
13,3.5,-10.0,1.31875
14,1.648438,-7.0,1.476562
15,0.664062,-3.109375,1.618751
16,2.328125,-8.0,1.496875
17,1.078125,-5.0,1.240625
18,1.234375,-4.375,1.71875
19,0.917969,-4.125,1.430468
20,3.9375,-9.9375,1.03125
21,1.210938,-5.3125,1.348437
22,0.980469,-4.25,1.891406
23,1.492188,-6.375,1.526562
24,0.746094,-3.109375,1.949218
25,2.90625,-9.375,1.109375
26,2.078125,-6.46875,1.421875
27,2.125,-7.59375,1.678125
28,2.78125,-7.84375,1.025
29,1.515625,-6.3125,1.5125
30,2.890625,-8.6875,1.5625
31,3.015625,-9.0,1.21875
32,3.859375,-10.6875,1.040625
33,0.601562,-2.515625,2.023438
34,0.527344,-2.171875,2.291406
35,1.085938,-4.71875,1.490624
36,2.40625,-8.5625,1.0
37,1.695312,-6.15625,1.539063
38,1.367188,-5.78125,1.964062
39,3.84375,-11.125,0.7625
40,3.328125,-9.9375,0.978125
41,2.78125,-8.4375,1.1875
42,3.046875,-9.5625,0.7125
43,1.796875,-7.1875,1.140625
44,0.804688,-3.78125,2.032812
45,0.992188,-4.375,1.601562
46,2.03125,-7.40625,1.628125
47,0.828125,-3.78125,1.871875
48,2.28125,-7.9375,1.303125
49,1.0,-4.59375,1.81875
50,2.265625,-8.1875,1.109375
51,1.507812,-6.375,1.757813
52,0.59375,-2.8125,1.479687
53,2.109375,-7.40625,1.496875
54,1.359375,-5.4375,1.66875
55,3.578125,-10.125,0.7625
56,2.640625,-8.6875,1.178125
57,0.597656,-2.71875,1.878907
58,1.96875,-7.875,1.021875
59,3.65625,-11.0625,0.9125
60,0.761719,-3.359375,2.216406
61,1.609375,-6.9375,1.734375
62,0.875,-4.25,1.390625
63,0.550781,-2.59375,2.021094
64,0.753906,-3.390625,2.239844
65,2.5,-8.875,1.196875
66,4.03125,-11.1875,0.9125
67,1.601562,-6.84375,1.282813
68,0.84375,-3.8125,1.610937
69,1.820312,-6.5625,1.607813
70,2.125,-7.9375,1.2625
71,2.59375,-8.75,1.15
72,1.445312,-6.5,1.460938
73,1.617188,-6.5625,1.298437
74,0.84375,-3.609375,2.009375
75,1.585938,-6.4375,1.604687
76,2.484375,-8.5625,0.68125
77,1.929688,-7.5625,1.129687
78,4.65625,-11.4375,0.61875
79,0.667969,-2.96875,2.066406
80,0.859375,-3.703125,1.8125
81,1.304688,-5.8125,1.454687
82,2.59375,-9.0,1.775
83,1.882812,-6.9375,1.729688
84,1.296875,-5.34375,1.775
85,2.1875,-7.4375,1.621875
86,1.09375,-4.90625,1.859375
87,2.796875,-9.0625,1.30625
88,0.609375,-2.90625,1.785938
89,1.96875,-7.09375,1.36875
90,0.96875,-4.46875,1.76875
91,1.679688,-7.0,1.448437
92,1.007812,-4.75,1.498438
93,1.0625,-4.8125,1.3125
94,1.820312,-6.78125,1.589063
95,3.296875,-9.625,0.7125
96,0.570312,-2.640625,2.229688
97,0.890625,-4.03125,2.175
98,2.5,-9.0,1.159375
99,1.992188,-7.34375,1.614062
