range,n,mean_output_sim,std_output_sim,median_output_sim,min_output_sim,max_output_sim,mean_input_sim
[0.90-1.00],5000,0.278922,0.3594,0.076428,0.0,1.0,0.97863
[0.80-0.90],2273,0.186243,0.315597,0.020421,0.0,1.0,0.862494
[0.70-0.80],1664,0.179267,0.300377,0.018348,0.0,1.0,0.756464
[0.60-0.70],1621,0.144435,0.271762,0.004534,0.0,1.0,0.661669
[0.50-0.60],1213,0.114255,0.254567,0.0,0.0,1.0,0.567514
