range,n,mean_output_sim,std_output_sim,median_output_sim,min_output_sim,max_output_sim,mean_input_sim
[0.90-1.00],5000,0.577979,0.296384,0.584142,0.0,1.0,0.97863
[0.80-0.90],2273,0.380029,0.251045,0.342677,0.0,1.0,0.862494
[0.70-0.80],1664,0.314855,0.223609,0.279385,0.0,0.998085,0.756464
[0.60-0.70],1621,0.272335,0.205832,0.231638,0.0,1.0,0.661669
[0.50-0.60],1213,0.223527,0.163584,0.19532,0.0,0.917241,0.567514
