sample_idx,mia_loss,mia_min_k,mia_neighborhood
0,2.4375,-10.125,1.68125
1,1.742188,-7.53125,1.567187
2,1.421875,-6.8125,2.23125
3,1.515625,-6.5625,2.225
4,1.6875,-7.15625,1.790625
5,0.738281,-3.65625,2.342969
6,0.808594,-4.0,2.216406
7,4.96875,-13.5625,1.03125
8,0.527344,-2.625,2.803906
9,2.15625,-7.9375,1.9375
10,3.4375,-11.1875,1.29375
11,0.71875,-3.625,2.303125
12,2.625,-9.9375,1.5875
13,4.40625,-12.625,1.40625
14,1.78125,-8.0,1.878125
15,0.753906,-3.765625,1.992969
16,2.9375,-10.25,1.80625
17,1.210938,-5.9375,1.609375
18,1.03125,-4.625,2.296875
19,1.0625,-5.25,1.853125
20,4.71875,-12.3125,1.10625
21,1.257812,-5.96875,1.748438
22,1.046875,-5.0,2.375
23,1.703125,-7.65625,1.953125
24,0.679688,-3.25,2.549999
25,3.578125,-11.9375,1.315625
26,2.484375,-8.375,1.796875
27,2.5,-9.0625,1.953125
28,3.578125,-10.875,1.096875
29,1.742188,-7.25,1.798437
30,3.375,-10.9375,1.775
31,3.53125,-11.125,1.45625
32,4.71875,-13.6875,1.375
33,0.488281,-2.390625,2.489844
34,0.488281,-2.375,2.858594
35,1.007812,-4.78125,1.932813
36,2.890625,-10.25,1.15
37,1.75,-6.96875,1.890625
38,1.578125,-7.03125,2.359375
39,4.8125,-13.6875,0.96875
40,4.40625,-13.9375,1.26875
41,3.46875,-11.0,1.425
42,3.765625,-12.125,0.796875
43,2.046875,-9.125,1.478125
44,0.898438,-4.4375,2.479687
45,1.203125,-5.875,1.940625
46,2.421875,-9.125,1.896875
47,0.835938,-4.09375,2.357812
48,2.90625,-10.3125,1.4625
49,1.125,-5.59375,2.3375
50,2.703125,-9.9375,1.359375
51,1.773438,-8.0625,2.129687
52,0.722656,-3.59375,1.847657
53,2.421875,-9.0625,1.75625
54,1.4375,-6.53125,2.075
55,4.5,-13.3125,0.85
56,3.015625,-10.25,1.434375
57,0.5625,-2.796875,2.421875
58,2.140625,-8.5625,1.234375
59,4.46875,-13.4375,1.08125
60,0.71875,-3.453125,2.85
61,1.882812,-8.5,2.085938
62,1.03125,-5.15625,1.665625
63,0.472656,-2.34375,2.489844
64,0.730469,-3.546875,2.850781
65,3.140625,-10.875,1.340625
66,4.84375,-13.3125,1.0125
67,1.78125,-8.0,1.4375
68,0.96875,-4.75,1.98125
69,1.820312,-7.375,1.957813
70,2.46875,-9.8125,1.546875
71,3.265625,-10.875,1.3375
72,1.820312,-8.25,1.751563
73,1.851562,-7.90625,1.479688
74,0.902344,-4.375,2.575781
75,1.84375,-7.875,1.884375
76,3.078125,-11.0,0.84375
77,2.4375,-9.75,1.40625
78,5.90625,-14.25,0.75625
79,0.691406,-3.46875,2.452344
80,0.960938,-4.8125,2.160937
81,1.53125,-7.1875,1.8125
82,2.875,-10.5,2.13125
83,2.15625,-8.25,2.10625
84,1.40625,-6.375,2.3
85,2.484375,-9.0,1.9125
86,0.953125,-4.8125,2.525
87,3.5,-11.8125,1.55
88,0.527344,-2.609375,2.285156
89,2.328125,-8.5,1.634375
90,1.257812,-6.15625,2.117188
91,1.851562,-8.0,1.779688
92,1.234375,-6.0,1.85625
93,1.117188,-5.46875,1.642187
94,2.140625,-8.75,1.85625
95,4.125,-12.5,0.86875
96,0.503906,-2.515625,2.805469
97,0.839844,-4.15625,2.519531
98,3.015625,-10.875,1.33125
99,2.28125,-8.9375,1.96875
