range,n,mean_output_sim,std_output_sim,median_output_sim,min_output_sim,max_output_sim,mean_input_sim
[0.90-1.00],5000,0.238543,0.347456,0.047712,0.0,1.0,0.978847
[0.80-0.90],2820,0.180687,0.304777,0.024951,0.0,1.0,0.863582
[0.70-0.80],1873,0.170105,0.300451,0.021369,0.0,1.0,0.759599
[0.60-0.70],1712,0.128398,0.264782,0.007686,0.0,1.0,0.663683
[0.50-0.60],1262,0.107281,0.249565,0.001322,0.0,1.0,0.564676
