range,n,mean_output_sim,std_output_sim,median_output_sim,min_output_sim,max_output_sim,mean_input_sim
[0.90-1.00],5000,0.532659,0.313602,0.529208,0.0,1.0,0.97863
[0.80-0.90],2273,0.346407,0.273271,0.285532,0.0,1.0,0.862494
[0.70-0.80],1664,0.280989,0.229647,0.237036,0.0,1.0,0.756464
[0.60-0.70],1621,0.243168,0.218214,0.195828,0.0,1.0,0.661669
[0.50-0.60],1213,0.207838,0.205311,0.163069,0.0,1.0,0.567514
