range,n,mean_output_sim,std_output_sim,median_output_sim,min_output_sim,max_output_sim,mean_input_sim
[0.90-1.00],5000,0.440922,0.29767,0.397265,0.0,1.0,0.978847
[0.80-0.90],2820,0.320355,0.250683,0.265053,0.0,1.0,0.863582
[0.70-0.80],1873,0.257714,0.209619,0.214508,0.0,1.0,0.759599
[0.60-0.70],1712,0.220741,0.191895,0.179974,0.0,1.0,0.663683
[0.50-0.60],1262,0.174533,0.170222,0.126303,0.0,1.0,0.564676
