range,n,mean_output_sim,std_output_sim,median_output_sim,min_output_sim,max_output_sim,mean_input_sim
[0.90-1.00],5000,0.16718,0.319329,0.006965,0.0,1.0,0.978847
[0.80-0.90],2820,0.134053,0.289576,0.002028,0.0,1.0,0.863582
[0.70-0.80],1873,0.10215,0.248999,0.001311,0.0,1.0,0.759599
[0.60-0.70],1712,0.09438,0.236251,0.001017,0.0,1.0,0.663683
[0.50-0.60],1262,0.088225,0.227851,0.000539,0.0,1.0,0.564676
