range,n,mean_output_sim,std_output_sim,median_output_sim,min_output_sim,max_output_sim,mean_input_sim
[0.90-1.00],5000,0.794373,0.31034,0.979944,0.0,1.0,0.97863
[0.80-0.90],2273,0.523904,0.332789,0.501,0.0,1.0,0.862494
[0.70-0.80],1664,0.377353,0.275969,0.335623,0.0,1.0,0.756464
[0.60-0.70],1621,0.30326,0.247186,0.245839,0.0,1.0,0.661669
[0.50-0.60],1213,0.236106,0.20465,0.194171,0.0,1.0,0.567514
