range,n,mean_output_sim,std_output_sim,median_output_sim,min_output_sim,max_output_sim,mean_input_sim
[0.90-1.00],5000,0.16246,0.298214,0.009474,0.0,1.0,0.97863
[0.80-0.90],2273,0.112293,0.258282,0.000791,0.0,1.0,0.862494
[0.70-0.80],1664,0.107237,0.242473,0.001346,0.0,1.0,0.756464
[0.60-0.70],1621,0.106537,0.248941,0.000717,0.0,1.0,0.661669
[0.50-0.60],1213,0.077343,0.212253,0.0,0.0,1.0,0.567514
