range,n,mean_output_sim,std_output_sim,median_output_sim,min_output_sim,max_output_sim,mean_input_sim
[0.90-1.00],500,0.49254,0.250038,0.471107,0.0,1.0,0.978268
[0.80-0.90],265,0.381014,0.221469,0.355121,0.0,0.919691,0.865827
[0.70-0.80],200,0.313371,0.164654,0.297857,0.018316,0.761021,0.76031
[0.60-0.70],189,0.301923,0.156483,0.265536,0.0,0.760509,0.666912
[0.50-0.60],139,0.234808,0.120159,0.217085,0.003088,0.553631,0.571434
