range,n,mean_output_sim,std_output_sim,median_output_sim,min_output_sim,max_output_sim,mean_input_sim
[0.90-1.00],5000,0.444109,0.299448,0.3987,0.0,1.0,0.978847
[0.80-0.90],2820,0.33115,0.254559,0.278165,0.0,1.0,0.863582
[0.70-0.80],1873,0.264224,0.214287,0.213151,0.0,1.0,0.759599
[0.60-0.70],1712,0.213058,0.190688,0.169598,0.0,1.0,0.663683
[0.50-0.60],1262,0.178065,0.168403,0.136856,0.0,1.0,0.564676
