range,n,mean_output_sim,std_output_sim,median_output_sim,min_output_sim,max_output_sim,mean_input_sim
[0.90-1.00],5000,0.301801,0.36721,0.112669,0.0,1.0,0.97863
[0.80-0.90],2273,0.203568,0.322456,0.03784,0.0,1.0,0.862494
[0.70-0.80],1664,0.169794,0.288493,0.023298,0.0,1.0,0.756464
[0.60-0.70],1621,0.138911,0.263965,0.008551,0.0,1.0,0.661669
[0.50-0.60],1213,0.117074,0.257551,0.0,0.0,1.0,0.567514
