range,n,mean_output_sim,std_output_sim,median_output_sim,min_output_sim,max_output_sim,mean_input_sim
[0.90-1.00],500,0.484454,0.247105,0.465226,0.005438,1.0,0.978268
[0.80-0.90],265,0.37891,0.206948,0.356325,0.0,1.0,0.865827
[0.70-0.80],200,0.342681,0.173343,0.317854,0.011222,1.0,0.76031
[0.60-0.70],189,0.310382,0.159185,0.285212,0.004252,1.0,0.666661
[0.50-0.60],139,0.233768,0.119369,0.212667,0.003088,0.553631,0.571472
