range,n,mean_output_sim,std_output_sim,median_output_sim,min_output_sim,max_output_sim,mean_input_sim
[0.90-1.00],5000,0.489793,0.307256,0.461952,0.0,1.0,0.978847
[0.80-0.90],2820,0.328615,0.263579,0.270882,0.0,1.0,0.863582
[0.70-0.80],1873,0.283791,0.233409,0.23149,0.0,1.0,0.759599
[0.60-0.70],1712,0.241836,0.211583,0.190866,0.0,1.0,0.663683
[0.50-0.60],1262,0.201593,0.186766,0.156866,0.0,1.0,0.564676
