range,n,mean_output_sim,std_output_sim,median_output_sim,min_output_sim,max_output_sim,mean_input_sim
[0.90-1.00],5000,0.306639,0.369928,0.116373,0.0,1.0,0.97863
[0.80-0.90],2273,0.206772,0.322117,0.040624,0.0,1.0,0.862494
[0.70-0.80],1664,0.18406,0.306195,0.022282,0.0,1.0,0.756464
[0.60-0.70],1621,0.154728,0.28103,0.011008,0.0,1.0,0.661669
[0.50-0.60],1213,0.122956,0.264536,0.000633,0.0,1.0,0.567514
