range,n,mean_output_sim,std_output_sim,median_output_sim,min_output_sim,max_output_sim,mean_input_sim
[0.90-1.00],5000,0.308622,0.374805,0.109409,0.0,1.0,0.97863
[0.80-0.90],2273,0.19177,0.312138,0.027903,0.0,1.0,0.862494
[0.70-0.80],1664,0.170811,0.290249,0.01837,0.0,1.0,0.756464
[0.60-0.70],1621,0.157827,0.294073,0.006718,0.0,1.0,0.661669
[0.50-0.60],1213,0.115513,0.259208,0.0,0.0,1.0,0.567514
