range,n,mean_output_sim,std_output_sim,median_output_sim,min_output_sim,max_output_sim,mean_input_sim
[0.90-1.00],500,0.490622,0.261885,0.461963,0.004276,1.0,0.978268
[0.80-0.90],265,0.36249,0.200121,0.32941,0.0,0.866537,0.865827
[0.70-0.80],200,0.314095,0.20485,0.268625,0.0,0.998131,0.76031
[0.60-0.70],188,0.269853,0.186335,0.222932,0.00018,0.998032,0.667191
[0.50-0.60],139,0.23156,0.152157,0.193277,0.003641,0.997008,0.571659
