sample_idx,mia_loss,mia_min_k,mia_neighborhood
0,3.078125,-8.625,0.609375
1,2.265625,-7.1875,1.159375
2,1.507812,-6.125,1.264063
3,2.84375,-8.25,1.075
4,0.902344,-3.875,0.927344
5,3.53125,-9.5,0.7625
6,1.796875,-6.28125,1.184375
7,1.59375,-5.75,1.221875
8,2.984375,-7.96875,0.9625
9,3.75,-8.125,0.48125
10,1.078125,-4.78125,1.378125
11,1.90625,-6.71875,1.115625
12,1.015625,-4.28125,1.426562
13,1.046875,-4.375,1.5
14,1.226562,-5.25,1.439063
15,0.882812,-4.0625,1.329688
16,1.71875,-6.8125,1.15625
17,2.453125,-7.9375,1.078125
18,1.414062,-5.71875,1.276563
19,0.507812,-2.296875,1.896875
20,2.59375,-8.375,0.9
21,0.765625,-3.203125,1.507813
22,2.015625,-6.6875,1.06875
23,2.8125,-7.84375,1.015625
24,1.320312,-5.5625,0.790626
25,2.34375,-7.6875,0.81875
26,3.375,-7.78125,0.7875
27,0.878906,-3.953125,1.324219
28,3.484375,-9.3125,0.703125
29,3.078125,-7.78125,0.896875
30,2.234375,-7.53125,1.071875
31,1.632812,-5.90625,1.267188
32,2.3125,-7.0,0.8875
33,3.21875,-8.625,0.85
34,2.15625,-7.59375,0.79375
35,2.171875,-6.8125,0.925
36,2.25,-7.0,0.8
37,1.414062,-5.53125,1.035938
38,2.453125,-7.34375,0.95
39,0.902344,-4.09375,1.417969
40,1.984375,-7.0,1.05
41,1.195312,-4.6875,1.385938
42,1.664062,-5.09375,0.898438
43,2.328125,-7.46875,0.853125
44,1.226562,-4.46875,1.170313
45,1.375,-5.8125,1.403125
46,1.523438,-6.1875,1.348437
47,0.824219,-3.640625,1.355469
48,3.0625,-7.84375,0.746875
49,1.40625,-5.375,1.453125
50,1.484375,-6.0,1.271875
51,2.671875,-7.78125,1.071875
52,2.734375,-8.125,0.975
53,2.34375,-7.40625,0.90625
54,2.796875,-7.03125,1.05
55,3.15625,-8.5625,0.8
56,1.28125,-5.40625,1.246875
57,2.0625,-6.90625,1.059375
58,3.359375,-8.75,1.071875
59,2.640625,-8.125,0.940625
60,1.046875,-4.40625,1.448438
61,2.078125,-6.53125,0.85
62,2.765625,-7.78125,1.028125
63,1.726562,-6.0,1.142188
64,1.328125,-5.4375,1.571875
65,0.683594,-3.109375,1.229687
66,1.984375,-7.28125,0.61875
67,1.0625,-4.59375,1.49375
68,2.5625,-8.125,0.928125
69,3.484375,-9.0625,0.71875
70,1.960938,-6.28125,1.429687
71,2.703125,-7.75,0.91875
72,1.6875,-6.75,1.28125
73,2.4375,-7.125,0.984375
74,3.046875,-7.96875,0.71875
75,1.445312,-5.21875,1.265626
