range,n,mean_output_sim,std_output_sim,median_output_sim,min_output_sim,max_output_sim,mean_input_sim
[0.90-1.00],5000,0.505809,0.303245,0.494315,0.0,1.0,0.978847
[0.80-0.90],2820,0.359505,0.272449,0.313089,0.0,1.0,0.863582
[0.70-0.80],1873,0.305194,0.232073,0.267077,0.0,1.0,0.759599
[0.60-0.70],1712,0.266744,0.211694,0.225867,0.0,1.0,0.663683
[0.50-0.60],1262,0.211282,0.176219,0.1748,0.0,1.0,0.564676
