sample_idx,mia_loss,mia_min_k,mia_neighborhood
0,3.25,-8.625,0.49375
1,2.484375,-7.625,1.178125
2,1.523438,-5.71875,1.339062
3,2.90625,-8.4375,1.109375
4,0.855469,-3.609375,1.066406
5,3.796875,-9.5,0.740625
6,1.914062,-6.625,1.242188
7,1.640625,-5.90625,1.228125
8,2.953125,-7.96875,1.075
9,3.828125,-7.96875,0.484375
10,1.203125,-4.90625,1.446875
11,2.203125,-7.53125,1.1
12,1.109375,-4.375,1.496875
13,1.164062,-4.75,1.523438
14,1.304688,-5.25,1.501562
15,1.007812,-4.75,1.392188
16,1.921875,-7.53125,1.115625
17,2.34375,-7.46875,1.165625
18,1.390625,-5.6875,1.26875
19,0.890625,-3.53125,1.901562
20,2.671875,-8.25,0.88125
21,1.117188,-4.4375,1.421874
22,2.28125,-7.1875,1.034375
23,2.890625,-7.71875,1.11875
24,1.367188,-5.46875,0.803124
25,2.3125,-7.40625,0.9125
26,3.328125,-7.875,0.9
27,1.085938,-4.4375,1.273437
28,3.390625,-9.125,0.7875
29,3.234375,-8.0625,0.93125
30,2.25,-7.4375,1.065625
31,1.640625,-5.8125,1.3375
32,2.328125,-6.96875,0.95
33,3.328125,-8.5625,0.95625
34,2.390625,-7.90625,0.796875
35,2.140625,-6.25,0.971875
36,2.40625,-7.4375,0.8125
37,1.476562,-5.59375,1.100001
38,2.546875,-7.4375,0.946875
39,1.015625,-4.375,1.442187
40,2.03125,-6.84375,1.11875
41,1.289062,-4.75,1.407813
42,1.796875,-5.40625,0.94375
43,2.5625,-7.75,0.89375
44,1.46875,-5.0625,1.11875
45,1.585938,-5.875,1.345312
46,1.617188,-6.0625,1.342187
47,1.085938,-4.59375,1.332812
48,3.0625,-7.65625,0.74375
49,1.5,-5.4375,1.596875
50,1.679688,-6.0625,1.254687
51,2.71875,-7.90625,1.078125
52,2.953125,-8.375,0.9375
53,2.40625,-7.3125,0.93125
54,2.984375,-7.71875,1.053125
55,3.28125,-8.75,0.790625
56,1.453125,-5.71875,1.2875
57,2.0625,-6.96875,1.14375
58,3.375,-8.5625,1.0625
59,2.703125,-8.375,0.86875
60,1.226562,-4.71875,1.512501
61,2.078125,-6.3125,0.9875
62,2.671875,-7.40625,1.19375
63,1.710938,-6.125,1.260937
64,1.59375,-5.78125,1.50625
