range,n,mean_output_sim,std_output_sim,median_output_sim,min_output_sim,max_output_sim,mean_input_sim
[0.90-1.00],5000,0.236814,0.347659,0.041516,0.0,1.0,0.978847
[0.80-0.90],2820,0.193525,0.320389,0.023286,0.0,1.0,0.863582
[0.70-0.80],1873,0.155347,0.29322,0.005884,0.0,1.0,0.759599
[0.60-0.70],1712,0.127346,0.268958,0.00145,0.0,1.0,0.663683
[0.50-0.60],1262,0.114109,0.259434,0.0,0.0,1.0,0.564676
