range,n,mean_output_sim,std_output_sim,median_output_sim,min_output_sim,max_output_sim,mean_input_sim
[0.90-1.00],5000,0.236263,0.339454,0.055003,0.0,1.0,0.978847
[0.80-0.90],2820,0.187914,0.312857,0.028868,0.0,1.0,0.863582
[0.70-0.80],1873,0.156901,0.285569,0.020032,0.0,1.0,0.759599
[0.60-0.70],1712,0.123582,0.253189,0.009293,0.0,1.0,0.663683
[0.50-0.60],1262,0.111342,0.242404,0.001928,0.0,1.0,0.564676
