range,n,mean_output_sim,std_output_sim,median_output_sim,min_output_sim,max_output_sim,mean_input_sim
[0.90-1.00],5000,0.246823,0.355485,0.043405,0.0,1.0,0.978847
[0.80-0.90],2820,0.202902,0.327458,0.028553,0.0,1.0,0.863582
[0.70-0.80],1873,0.190198,0.322864,0.019645,0.0,1.0,0.759599
[0.60-0.70],1712,0.131233,0.268622,0.003391,0.0,1.0,0.663683
[0.50-0.60],1262,0.11138,0.254528,0.0,0.0,1.0,0.564676
